"","start_p10","bathroom_mean_rating","bathroom_min_rating","bathroom_max_rating","kitchen_mean_rating","kitchen_min_rating","kitchen_max_rating","floor_mean_rating","floor_min_rating","floor_max_rating","exterior_mean_rating","exterior_in_rating","exterior_max_rating","floor_nicholas","bathroom_nicholas","kitchen_nicholas","exterior_nicholas","overall_nicholas","floor_miguel","bathroom_miguel","kitchen_miguel","exterior_miguel","overall_miguel"
"50","1017269447",20,20,20,20,20,20,NA,NA,NA,40,40,40,47,38,53,52,48,55,45,45,47,50
"51","1017269998",15,15,15,20,20,20,NA,NA,NA,15,15,15,42,42,45,52,45,50,55,48,60,55
"52","1020450299",65,65,65,23.3333333333333,15,40,17.3333333333333,12,20,45,35,60,58,74,67,76,69,55,73,70,60,66
"53","1020482801",35,35,35,42,42,42,NA,NA,NA,65,65,65,57,67,58,54,59,55,60,60,45,50
"54","1022094431",47.5,35,60,28.3333333333333,15,35,25,15,40,15,15,15,30,55,60,35,45,50,45,45,30,40
"55","1022124557",25,10,40,15,15,15,NA,NA,NA,65,65,65,51,62,54,68,59,60,55,55,58,57
"56","1022125326",15,15,15,40,40,40,NA,NA,NA,30,30,30,57,64,69,53,61,55,55,55,50,55
"57","1023626536",28.3333333333333,15,35,53.3333333333333,35,65,63.3333333333333,60,65,31.6666666666667,20,40,95,80,80,75,84,80,60,70,60,70
"58","10239436",22.5,15,30,25,15,40,27.5,15,40,15,15,15,40,40,50,63,54,40,40,35,45,40
"59","1025640590",15,15,15,15,15,15,NA,NA,NA,20,20,20,38,33,42,34,37,45,45,45,50,45
"60","1025665487",15,10,20,20,20,20,NA,NA,NA,40,40,40,34,30,38,43,37,50,40,45,50,46
"61","1026145865",17.5,15,20,NA,NA,NA,NA,NA,NA,40,40,40,56,67,NA,58,60,NA,60,NA,43,54
"62","1032421813",29.6666666666667,20,35,45,30,65,25,15,40,NA,NA,NA,67,78,83,73,75,55,63,73,42,63
"63","1033176878",50,35,65,47.5,35,60,38.3333333333333,35,40,41.6666666666667,30,60,73,68,88,78,77,54,60,63,45,58
"64","1035228839",27.5,20,35,23.3333333333333,15,35,27.5,15,40,30,20,35,72,63,68,73,70,50,45,45,50,45
"65","1035921080",56.6666666666667,40,65,23.3333333333333,15,40,28.3333333333333,15,40,36.6666666666667,30,40,50,80,60,64,71,50,60,55,55,55
"66","1036601648",15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,43,28,53,43,42,60,37,65,40,52
"67","1036615312",53.3333333333333,35,65,65,65,65,79.3333333333333,68,85,31.6666666666667,20,40,88,83,88,73,83,93,78,75,55,78
"68","1036617115",27.5,15,40,58.75,40,65,27.5,15,40,40,40,40,80,88,90,83,87,65,50,55,55,60
"69","1036631758",15,15,15,26.6666666666667,15,35,30,15,40,47.5,30,65,48,39,40,76,40,30,35,25,55,35
"70","1036934154",15,15,15,30,30,30,12,12,12,30,30,30,55,43,53,67,55,55,55,55,64,60
"71","1037263422",15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,60,54,68,73,64,55,50,60,60,58
"72","10375239",NA,NA,NA,22.5,15,30,NA,NA,NA,NA,NA,NA,33,NA,37,43,38,NA,NA,50,40,45
"73","1037570230",25,15,35,60,60,60,NA,NA,NA,NA,NA,NA,62,52,57,67,60,75,55,63,55,65
"74","1037584599",15,15,15,31.6666666666667,20,40,21.6666666666667,15,35,43.3333333333333,35,60,47,42,58,60,52,NA,NA,NA,NA,NA
"75","1037613164",23.3333333333333,15,40,56.6666666666667,40,65,44,32,65,52.5,40,65,63,58,78,63,66,NA,NA,NA,NA,NA
"76","1039285463",38,38,38,35,35,35,NA,NA,NA,65,65,65,44,38,48,28,40,NA,NA,NA,NA,NA
"77","1039460475",70,65,80,48.3333333333333,40,65,25,20,35,38.3333333333333,20,65,65,73,58,47,61,NA,NA,NA,NA,NA
"78","1040749440",15,15,15,NA,NA,NA,35,35,35,NA,NA,NA,56,40,50,35,45,NA,NA,NA,NA,NA
"79","1042064849",20,20,20,35,35,35,NA,NA,NA,NA,NA,NA,45,42,59,38,46,NA,NA,NA,NA,NA
"80","1043435114",15,10,20,15,15,15,26,15,40,20,20,20,55,50,60,65,58,NA,NA,NA,NA,NA
"81","1043665208",10,10,10,35,35,35,15,10,20,85,85,85,45,30,50,80,51,NA,NA,NA,NA,NA
"82","1043873936",22.5,15,30,36.6666666666667,35,40,32.5,30,35,56.6666666666667,40,65,55,56,70,75,70,45,30,35,55,45
"83","1044150889",15,15,15,35,35,35,30,30,30,40,40,40,40,34,46,47,42,NA,NA,NA,NA,NA
"84","1044618006",13.3333333333333,10,15,16.6666666666667,15,20,16.6666666666667,15,20,33.3333333333333,30,35,44,37,54,74,52,40,15,35,50,30
"85","1045674075",65,65,65,43.3333333333333,30,65,68.3333333333333,60,85,63.3333333333333,60,65,90,92,94,82,88,75,75,70,75,75
"86","1045675162",15,15,15,15,10,20,33.3333333333333,20,40,65,65,65,40,39,50,78,51,40,30,40,50,40
"87","1045677797",NA,NA,NA,NA,NA,NA,27,15,35,47.5,35,60,50,40,45,70,51,NA,NA,NA,NA,NA
"88","1045678951",17.5,15,20,30,30,30,21.6666666666667,15,30,22.5,15,30,38,28,36,45,37,NA,NA,NA,NA,NA
"89","1045679578",20,20,20,15,15,15,15,15,15,40,40,40,45,38,38,60,45,NA,NA,NA,NA,NA
"90","1045683391",15,15,15,15,15,15,12,12,12,60,60,60,45,37,50,60,33,NA,NA,NA,NA,NA
"91","1045684410",10,10,10,22.5,15,30,31,15,65,35,30,40,60,55,50,65,58,NA,NA,NA,NA,NA
"92","1045685911",12.5,10,15,15,10,20,13.75,10,15,65,65,65,38,36,34,65,43,NA,NA,NA,NA,NA
"93","1045691917",15,15,15,35,35,35,15,15,15,65,65,65,58,42,58,65,56,NA,NA,NA,NA,NA
"94","1045724437",35,35,35,NA,NA,NA,15,15,15,47.5,40,55,45,50,55,80,58,NA,NA,NA,NA,NA
"95","1045731398",16.25,15,20,28.75,15,35,31.6666666666667,15,40,52.5,40,65,41,40,45,60,47,NA,NA,NA,NA,NA
"96","1045741495",20,20,20,NA,NA,NA,NA,NA,NA,15,15,15,20,28,NA,18,22,NA,NA,NA,NA,NA
"97","1045743889",40,40,40,17.5,15,20,15,15,15,65,65,65,56,48,62,78,61,NA,NA,NA,NA,NA
"98","1045746691",15,15,15,20,15,30,18.3333333333333,10,40,30,30,30,37,27,44,50,40,NA,NA,NA,NA,NA
"99","1045748346",15,15,15,20,20,20,28.3333333333333,15,40,47.5,30,65,50,47,63,75,59,NA,NA,NA,NA,NA
"100","1045759593",NA,NA,NA,NA,NA,NA,35,35,35,NA,NA,NA,60,40,50,55,51,NA,NA,NA,NA,NA
"101","1046697166",12.5,10,15,25,20,35,18.3333333333333,15,20,NA,NA,NA,38,36,52,64,48,40,20,40,35,35
"102","1046702906",10,10,10,38.3333333333333,35,40,16.6666666666667,15,20,36.6666666666667,35,40,50,30,45,55,46,NA,NA,NA,NA,NA
"103","1047048484",15,15,15,35,35,35,20,20,20,65,65,65,35,33,56,85,52,NA,NA,NA,NA,NA
"104","1047217469",10,10,10,23.3333333333333,15,35,33.3333333333333,30,35,65,65,65,44,34,54,64,50,35,10,30,50,30
"105","1047221609",25,20,40,35,30,40,29,15,65,35,35,35,50,40,55,60,55,NA,NA,NA,NA,NA
"106","1047222969",30,20,40,36.6666666666667,35,40,28.3333333333333,15,40,64.3333333333333,63,65,50,65,73,82,68,NA,NA,NA,NA,NA
"107","1047223166",15,15,15,30,20,35,22.7777777777778,10,40,65.6666666666667,65,67,45,42,44,65,50,NA,NA,NA,NA,NA
"108","1047223432",23.3333333333333,15,40,46.6666666666667,35,65,65,65,65,55,40,65,72,70,66,78,70,60,40,60,50,55
"109","1047226056",12.5,10,15,40,40,40,21.6666666666667,15,35,62.5,60,65,50,33,45,60,47,NA,NA,NA,NA,NA
"110","10472271",15,15,15,NA,NA,NA,NA,NA,NA,15,15,15,48,25,NA,45,39,NA,NA,NA,NA,NA
"111","1047227573",NA,NA,NA,33.75,30,40,23.3333333333333,20,30,65,65,65,55,NA,52,68,58,NA,NA,NA,NA,NA
"112","1048220109",NA,NA,NA,33.3333333333333,30,40,25,15,40,20,20,20,53,NA,45,33,43,NA,NA,NA,NA,NA
"113","1051360142",23.3333333333333,15,40,30,15,40,25,20,35,28.3333333333333,10,40,50,54,56,56,56,40,50,40,40,45
"114","1059044849",18.3333333333333,15,20,NA,NA,NA,NA,NA,NA,35,35,35,50,34,NA,63,35,NA,NA,NA,NA,NA
"115","1059044885",35,35,35,35,35,35,NA,NA,NA,NA,NA,NA,50,45,60,NA,52,NA,NA,NA,NA,NA
"116","1059986053",20,20,20,20,20,20,NA,NA,NA,15,15,15,NA,38,43,15,32,NA,NA,NA,NA,NA
"117","1060102242",40,40,40,40,40,40,NA,NA,NA,35,35,35,NA,33,53,33,40,NA,NA,NA,NA,NA
"118","1061433798",15,10,20,30,30,30,NA,NA,NA,40,40,40,43,38,47,55,46,NA,NA,NA,NA,NA
"119","1062297779",15,15,15,NA,NA,NA,15,15,15,NA,NA,NA,NA,33,NA,70,52,NA,NA,NA,NA,NA
"120","1063282279",28.3333333333333,15,40,27.5,20,35,23.3333333333333,15,35,65,65,65,64,62,60,74,66,50,60,60,65,60
"121","1067094968",15,15,15,NA,NA,NA,NA,NA,NA,20,20,20,NA,58,NA,43,51,NA,NA,NA,NA,NA
"122","1067461300",20,20,20,20,20,20,20,20,20,NA,NA,NA,23,42,43,NA,36,NA,NA,NA,NA,NA
"123","10741712",22.5,15,30,50,40,60,NA,NA,NA,NA,NA,NA,33,28,39,40,35,NA,NA,NA,NA,NA
"124","1080835928",25,15,40,NA,NA,NA,NA,NA,NA,15,15,15,27,18,33,45,31,NA,NA,NA,NA,NA
"125","10885223",NA,NA,NA,NA,NA,NA,30,30,30,20,20,20,40,35,30,25,33,NA,NA,NA,NA,NA
"126","1101200056",30,15,40,30,15,40,43.3333333333333,30,65,65,65,65,70,68,80,94,84,55,45,45,65,60
"127","1107036712",10,10,10,22.5,15,30,NA,NA,NA,60,60,60,35,23,43,55,39,NA,NA,NA,NA,NA
"128","1107038099",30,30,30,30,30,30,NA,NA,NA,60,60,60,NA,22,21,75,39,NA,NA,NA,NA,NA
"129","1107062248",NA,NA,NA,15,15,15,NA,NA,NA,15,15,15,NA,32,45,32,37,NA,NA,NA,NA,NA
"130","1107077651",15,10,20,NA,NA,NA,32.5,30,35,15,15,15,56,65,NA,56,59,NA,NA,NA,NA,NA
"131","1107082402",40,40,40,40,40,40,NA,NA,NA,65,65,65,50,58,69,73,63,NA,NA,NA,NA,NA
"132","1107090332",15,15,15,35,30,40,25,15,30,35,35,35,27,53,57,80,54,45,50,60,45,50
"133","1107096112",21.6666666666667,15,30,38.75,15,65,15,15,15,50,40,60,43,80,82,74,71,40,55,65,65,60
"134","1107101692",15,15,15,15,15,15,15,15,15,15,15,15,48,55,59,18,45,NA,NA,NA,NA,NA
"135","1107511494",NA,NA,NA,28.3333333333333,20,35,35,30,40,25,20,30,43,44,33,62,46,40,20,35,40,40
"136","1107511973",16.6666666666667,15,20,15,15,15,15,15,15,27.5,20,35,22,18,10,33,21,NA,NA,NA,NA,NA
"137","1107528203",15,15,15,NA,NA,NA,NA,NA,NA,15,15,15,50,45,NA,18,38,NA,NA,NA,NA,NA
"138","1108641125",65,65,65,31.6666666666667,20,40,12.5,10,15,56.6666666666667,40,65,55,66,47,54,56,35,75,50,50,55
"139","1112459228",NA,NA,NA,NA,NA,NA,10,10,10,15,15,15,45,NA,NA,34,40,NA,NA,NA,NA,NA
"140","1112460885",35,35,35,35,35,35,NA,NA,NA,15,15,15,NA,65,73,55,64,NA,NA,NA,NA,NA
"141","1112464691",30,30,30,30,30,30,NA,NA,NA,40,40,40,NA,42,52,63,52,NA,NA,NA,NA,NA
"142","1112473004",NA,NA,NA,25,15,40,25,15,35,25,15,40,38,9,64,52,41,30,5,15,30,20
"143","1114729169",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,34,53,58,47,48,NA,NA,NA,NA,NA
"144","1114731315",65,65,65,30,15,40,33.3333333333333,20,40,48.3333333333333,40,65,52,87,78,83,75,NA,NA,NA,NA,NA
"145","1118256990",15,15,15,15,15,15,NA,NA,NA,15,15,15,50,43,62,42,51,NA,NA,NA,NA,NA
"146","1128165897",17.5,15,20,28.3333333333333,20,35,40,40,40,42.5,20,65,42,33,64,75,54,NA,NA,NA,NA,NA
"147","1128271580",27.5,15,40,20,20,20,NA,NA,NA,40,40,40,45,53,62,70,58,NA,NA,NA,NA,NA
"148","1128407663",30,20,40,38.3333333333333,35,40,22.5,15,30,36.6666666666667,10,65,45,77,85,87,74,NA,NA,NA,NA,NA
"149","1128424631",20,10,35,35,30,40,15,15,15,38.3333333333333,35,40,48,45,54,63,53,NA,NA,NA,NA,NA
"150","1128424714",40,40,40,35,30,40,30,15,40,26.6666666666667,15,35,50,55,77,66,62,NA,NA,NA,NA,NA
"151","1128427798",32.5,30,35,43.3333333333333,30,65,11.6666666666667,10,15,NA,NA,NA,53,33,45,59,48,40,55,55,55,50
"152","1128437441",16.6666666666667,15,20,30,15,40,30,30,30,15,15,15,71,58,60,76,65,50,40,50,40,45
"153","1128437636",13.3333333333333,10,15,25,15,40,15,15,15,25,15,30,50,55,67,48,55,NA,NA,NA,NA,NA
"154","1128481612",15,15,15,46.6666666666667,35,65,33.75,30,40,NA,NA,NA,45,33,56,67,50,NA,NA,NA,NA,NA
"155","1129487310",16,12,20,62,62,62,NA,NA,NA,50,35,65,56,44,61,88,62,NA,NA,NA,NA,NA
"156","1129497775",14,10,15,28.75,15,40,30,30,30,37.5,35,40,50,46,60,59,54,NA,NA,NA,NA,NA
"157","1129498810",15,15,15,30,30,30,15,15,15,65,65,65,46,48,55,70,55,NA,NA,NA,NA,NA
"158","1129504681",14.3333333333333,10,18,16.6666666666667,15,20,16.6666666666667,15,20,13.3333333333333,10,15,48,44,46,56,49,NA,NA,NA,NA,NA
"159","1129510023",36.6666666666667,15,65,35,30,40,26.6666666666667,15,35,60,60,60,62,67,67,87,71,NA,NA,NA,NA,NA
"160","1129514883",26.6666666666667,15,35,38.3333333333333,30,45,65,65,65,70,65,80,58,85,76,89,77,NA,NA,NA,NA,NA
"161","1129519478",30,20,35,36.6666666666667,35,40,35,35,35,35,35,35,55,70,56,68,62,NA,NA,NA,NA,NA
"162","1129520081",16.25,15,20,27.5,15,40,35,30,40,65,65,65,47,44,58,88,60,NA,NA,NA,NA,NA
"163","1129543553",13.3333333333333,10,15,20,20,20,21.6666666666667,15,30,40,40,40,50,38,23,69,45,NA,NA,NA,NA,NA
"164","1129565229",13.3333333333333,10,15,31.6666666666667,20,40,30,20,35,30,15,40,50,46,48,47,48,NA,NA,NA,NA,NA
"165","1129566300",15,15,15,36.5,35,38,21.25,15,35,15,15,15,47,56,58,48,52,NA,NA,NA,NA,NA
"166","1129583301",55,40,65,45,30,65,46.6666666666667,15,65,71.6666666666667,65,85,56,81,75,90,76,NA,NA,NA,NA,NA
"167","1130590826",15,15,15,15,15,15,NA,NA,NA,65,65,65,50,43,44,83,55,NA,NA,NA,NA,NA
"168","1130591575",40,40,40,40,40,40,NA,NA,NA,35,35,35,NA,13,33,22,23,NA,NA,NA,NA,NA
"169","1130594662",22.5,15,30,27.5,15,40,47.5,30,65,65,65,65,50,22,44,67,46,NA,NA,NA,NA,NA
"170","1130598844",23.3333333333333,15,40,43.3333333333333,30,65,17.5,15,20,35,35,35,55,67,85,55,66,NA,NA,NA,NA,NA
"171","1130599678",10,10,10,20,15,30,15,15,15,45,35,65,34,37,66,65,51,40,40,45,40,40
"172","1130602891",21.6666666666667,15,35,36.6666666666667,35,40,20,15,30,45,30,60,43,79,68,77,67,45,60,55,55,55
"173","1130609656",20,20,20,20,20,20,NA,NA,NA,30,30,30,47,44,47,48,47,NA,NA,NA,NA,NA
"174","1130611960",17.5,15,20,28.3333333333333,15,35,20,20,20,35,35,35,35,32,56,47,43,NA,NA,NA,NA,NA
"175","1130612532",18.3333333333333,15,20,16.6666666666667,15,20,17.5,15,20,30,15,40,56,48,38,63,51,NA,NA,NA,NA,NA
"176","1130614058",33.3333333333333,30,35,43.3333333333333,30,65,53.3333333333333,40,60,32.5,30,35,53,58,75,12,50,NA,NA,NA,NA,NA
"177","1130621848",65,65,65,65,65,65,NA,NA,NA,15,15,15,NA,60,60,46,55,NA,NA,NA,NA,NA
"178","1130668655",20,20,20,20,20,20,NA,NA,NA,15,15,15,50,33,57,54,49,NA,NA,NA,NA,NA
"179","1136060053",20,20,20,30,30,30,NA,NA,NA,35,35,35,50,46,56,67,55,NA,NA,NA,NA,NA
"180","1140822745",30,15,40,37.5,35,40,25,10,60,15,15,15,28,67,75,22,48,NA,NA,NA,NA,NA
"181","1140837632",NA,NA,NA,NA,NA,NA,35,30,40,65,65,65,35,23,NA,75,44,NA,NA,NA,NA,NA
"182","1143115892",16.6666666666667,15,20,46.6666666666667,35,65,20,15,30,30,20,35,43,57,68,75,61,45,50,60,55,55
"183","1143121744",15,15,15,33.3333333333333,15,65,30,15,40,16.6666666666667,10,20,50,46,43,53,48,NA,NA,NA,NA,NA
"184","1143122394",11.6666666666667,10,15,30,15,40,11.6666666666667,10,15,56,40,65,43,68,77,87,69,50,40,55,55,50
"185","1143125383",31.6666666666667,30,35,36.5,35,38,35,35,35,64.6666666666667,62,67,57,61,87,89,74,NA,NA,NA,NA,NA
"186","1143138306",26.6666666666667,15,35,25,15,40,22.5,15,30,65,65,65,44,46,45,88,56,NA,NA,NA,NA,NA
"187","1143224673",NA,NA,NA,NA,NA,NA,16.6666666666667,15,20,32.5,30,35,45,NA,NA,75,60,NA,NA,NA,NA,NA
"188","1143229612",26.25,15,35,18.75,10,30,28.3333333333333,15,35,52.5,40,65,50,44,33,78,51,NA,NA,NA,NA,NA
"189","1143243433",16.6666666666667,15,20,20,20,20,17.8571428571429,10,35,12.5,10,15,53,44,NA,13,37,NA,NA,NA,NA,NA
"190","1143246211",30,20,40,40,40,40,NA,NA,NA,60,60,60,45,86,83,73,72,NA,NA,NA,NA,NA
"191","1143247447",NA,NA,NA,35,35,35,17.5,15,20,22.5,15,30,20,NA,43,53,39,NA,NA,NA,NA,NA
"192","1143259102",NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,40,33,NA,39,87,53,NA,NA,NA,NA,NA
"193","1143429421",16.6666666666667,15,20,30,15,40,23.3333333333333,15,40,61.6666666666667,60,65,50,55,60,76,60,NA,NA,NA,NA,NA
"194","1143830506",15,15,15,NA,NA,NA,15,15,15,10,10,10,50,57,63,33,51,NA,NA,NA,NA,NA
"195","1143831016",30,30,30,NA,NA,NA,NA,NA,NA,40,40,40,NA,54,NA,93,74,NA,NA,NA,NA,NA
"196","1143831802",45,35,65,35,30,40,21.6666666666667,10,35,45,35,65,55,63,84,88,73,NA,NA,NA,NA,NA
"197","1143831857",15,15,15,36.6666666666667,30,40,11.6666666666667,10,15,46.6666666666667,35,65,46,43,66,88,61,NA,NA,NA,NA,NA
"198","1143833310",23.3333333333333,15,40,31.6666666666667,20,40,15,15,15,28.75,10,40,34,47,56,78,54,NA,NA,NA,NA,NA
"199","1143834208",NA,NA,NA,NA,NA,NA,30,15,40,NA,NA,NA,85,NA,NA,NA,85,NA,NA,NA,NA,NA
"200","1143838084",26.6666666666667,15,35,16.6666666666667,15,20,15,15,15,28.3333333333333,20,35,48,43,49,71,53,NA,NA,NA,NA,NA
"201","1143841537",16.6666666666667,15,20,NA,NA,NA,NA,NA,NA,15,15,15,NA,46,NA,34,40,NA,NA,NA,NA,NA
"202","1143841673",15,15,15,16.6666666666667,15,20,15,15,15,30,15,40,43,NA,48,82,58,NA,NA,NA,NA,NA
"203","1143843397",15,10,20,16.6666666666667,15,20,10,10,10,27.5,15,40,68,65,68,83,72,40,40,40,35,35
"204","1143845493",NA,NA,NA,15,15,15,20,20,20,40,40,40,43,NA,62,78,61,NA,NA,NA,NA,NA
"205","1143846263",25,15,40,30,30,30,26.6666666666667,15,35,13.3333333333333,10,15,46,36,NA,38,40,NA,NA,NA,NA,NA
"206","1143846465",20,10,40,37.5,35,40,26.6666666666667,20,40,NA,NA,NA,42,62,83,NA,62,NA,NA,NA,NA,NA
"207","1143847668",18.3333333333333,15,20,20,15,30,11.6666666666667,10,15,50,35,65,36,45,39,90,53,10,35,30,30,25
"208","1143853115",15,10,20,23.3333333333333,15,35,36.6666666666667,20,60,22.5,15,30,40,36,43,55,44,NA,NA,NA,NA,NA
"209","1143853293",20,20,20,45,35,60,11.6666666666667,10,15,45,35,60,50,43,54,65,53,NA,NA,NA,NA,NA
"210","1143853398",25,15,35,56.6666666666667,40,65,NA,NA,NA,22.5,15,30,88,67,95,65,79,55,55,70,60,55
"211","1143857197",26.25,15,35,30,20,35,21.6666666666667,15,30,35,30,40,42,35,45,50,40,45,45,40,40,45
"212","1143958126",NA,NA,NA,NA,NA,NA,25,10,40,15,15,15,37,23,16,27,26,NA,NA,NA,NA,NA
"213","1144024517",15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,34,48,37,NA,40,NA,NA,NA,NA,NA
"214","1144028216",65,65,65,46,35,63,28.3333333333333,15,40,15,15,15,80,87,67,57,73,45,65,50,30,40
"215","1144030139",30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,67,76,NA,72,NA,NA,NA,NA,NA
"216","1144031654",20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,50,35,48,55,47,NA,NA,NA,NA,NA
"217","1144034037",28.75,15,40,NA,NA,NA,NA,NA,NA,40,40,40,43,28,NA,55,42,NA,NA,NA,NA,NA
"218","1144035169",20,20,20,NA,NA,NA,NA,NA,NA,65,65,65,56,38,49,59,51,NA,NA,NA,NA,NA
"219","1144037995",15,15,15,28.75,15,40,20,20,20,35,35,35,58,47,57,65,57,NA,NA,NA,NA,NA
"220","1144038638",NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,66,48,65,67,62,NA,NA,NA,NA,NA
"221","1144038733",10,10,10,NA,NA,NA,10,10,10,NA,NA,NA,69,38,NA,76,61,NA,NA,NA,NA,NA
"222","1144043798",20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,45,35,39,49,42,NA,NA,NA,NA,NA
"223","1144045256",30,30,30,30,30,30,NA,NA,NA,15,15,15,38,27,48,59,43,NA,NA,NA,NA,NA
"224","1144046314",27.5,15,40,26.6666666666667,15,35,NA,NA,NA,37.5,35,40,48,38,49,37,43,NA,NA,NA,NA,NA
"225","1144046952",20,20,20,20,20,20,NA,NA,NA,15,15,15,50,44,58,48,50,NA,NA,NA,NA,NA
"226","1144051270",NA,NA,NA,NA,NA,NA,35,35,35,40,40,40,56,NA,NA,67,62,NA,NA,NA,NA,NA
"227","1144065963",15,15,15,15,15,15,15,15,15,20,20,20,60,46,56,59,55,NA,NA,NA,NA,NA
"228","1144068248",40,40,40,33.3333333333333,30,35,41.6666666666667,30,60,35,30,40,68,63,58,67,64,NA,NA,NA,NA,NA
"229","1144071056",20,20,20,30,20,40,20,20,20,35,35,35,50,48,57,45,50,NA,NA,NA,NA,NA
"230","1144082561",NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,60,NA,67,57,61,NA,NA,NA,NA,NA
"231","1144094813",15,15,15,15,15,15,NA,NA,NA,30,30,30,35,28,38,49,38,NA,NA,NA,NA,NA
"232","1144097141",20,20,20,40,40,40,18.3333333333333,15,20,36.6666666666667,35,40,47,33,49,55,46,NA,NA,NA,NA,NA
"233","1144101026",35,35,35,35,35,35,NA,NA,NA,NA,NA,NA,50,48,58,NA,52,NA,NA,NA,NA,NA
"234","1144160399",30,30,30,30,30,30,30,30,30,40,40,40,44,36,48,50,45,NA,NA,NA,NA,NA
"235","1144201470",10,10,10,15,15,15,NA,NA,NA,35,35,35,46,39,48,38,43,NA,NA,NA,NA,NA
"236","1146434251",20,20,20,30,30,30,20,20,20,NA,NA,NA,50,NA,59,45,51,NA,NA,NA,NA,NA
"237","1147950412",15,15,15,15,15,15,NA,NA,NA,65,65,65,NA,NA,78,71,75,NA,NA,NA,NA,NA
"238","1147957415",NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,48,NA,57,58,54,NA,NA,NA,NA,NA
"239","1149440235",NA,NA,NA,15,15,15,21.6666666666667,10,40,35,35,35,44,38,39,49,43,NA,NA,NA,NA,NA
"240","1152204057",20,20,20,20,20,20,NA,NA,NA,65,65,65,50,38,47,61,49,NA,NA,NA,NA,NA
"241","1152449711",18.3333333333333,15,20,26.25,15,40,27.5,15,40,12.5,10,15,47,33,38,38,39,NA,NA,NA,NA,NA
"242","1152716412",56.6666666666667,40,65,38.3333333333333,35,40,28,10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","1192898936",15,15,15,30,30,30,NA,NA,NA,37.5,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","1193298386",21.6666666666667,15,35,28.3333333333333,15,40,23.3333333333333,10,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","1193327320",NA,NA,NA,17.5,15,20,15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","1193371842",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","1193456461",31.6666666666667,20,40,36.6666666666667,35,40,36.6666666666667,30,40,53.3333333333333,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","1193555442",NA,NA,NA,25,20,35,25,15,40,56.6666666666667,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","1214733443",35,30,40,15,15,15,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","1214737888",43.3333333333333,30,65,56.6666666666667,40,65,78.3333333333333,65,85,32.5,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","1214748815",15,15,15,26.6666666666667,10,40,21.6666666666667,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","12207323",15,15,15,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","12534970",15,15,15,NA,NA,NA,15,15,15,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","12549369",65,65,65,15,15,15,30,30,30,27.5,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","12593159",16.6666666666667,15,20,36.6666666666667,30,40,65,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","12621053",23.3333333333333,15,35,31.6666666666667,20,40,28.3333333333333,15,40,50,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","12798984",15,10,20,20,15,30,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","13665069",60,60,60,21.6,10,38,30,20,40,66.5,65,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","1381356",30,30,30,30,30,30,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","14440058",16.6666666666667,15,20,46.6666666666667,40,60,21.6666666666667,15,35,46.6666666666667,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","14446046",35,35,35,NA,NA,NA,35,35,35,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","14465565",18.3333333333333,15,20,46.6666666666667,35,65,30,20,40,38.3333333333333,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
