"","start_p10","bathroom_mean_rating","bathroom_min_rating","bathroom_max_rating","kitchen_mean_rating","kitchen_min_rating","kitchen_max_rating","floor_mean_rating","floor_min_rating","floor_max_rating","exterior_mean_rating","exterior_in_rating","exterior_max_rating","floor_nicholas","bathroom_nicholas","kitchen_nicholas","exterior_nicholas","overall_nicholas","floor_miguel","bathroom_miguel","kitchen_miguel","exterior_miguel","overall_miguel"
"462","25741695",40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","25954420",15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","26256330",15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","26256767",23.3333333333333,15,35,38.3333333333333,35,40,15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","26393898",22.5,10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","26718435",NA,NA,NA,40,40,40,35,35,35,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","26757628",15,15,15,20,15,30,25,20,30,30,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","26757731",12.5,10,15,33.3333333333333,30,35,38.6666666666667,36,40,51.6666666666667,35,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2680456",12.5,10,15,37,30,40,15,10,20,13.3333333333333,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2699661",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","27104551",17.5,15,20,36.6666666666667,35,40,20,10,30,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","27123795",30,15,40,25,20,30,15,10,20,12.5,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2775711",15,15,15,30,20,35,40,40,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","28588708",30,30,30,30,30,30,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","29105566",48.3333333333333,40,65,23.3333333333333,15,40,27.5,15,40,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","29119222",20,20,20,20,20,20,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","29120687",65,65,65,36.6666666666667,30,40,32.5,30,35,46.6666666666667,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","29177698",30,20,40,52.5,40,65,13.3333333333333,10,15,36.6666666666667,20,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","29178636",15,15,15,17.5,15,20,17.5,15,20,22.5,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","29179765",40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","29179902",12.5,10,15,18.3333333333333,15,20,16.6666666666667,15,20,15,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","29346502",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","29377098",17.5,15,20,30,20,40,50,35,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","29398776",12.5,10,15,31.6666666666667,20,40,33.3333333333333,30,40,53.3333333333333,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","29534923",12.5,10,15,33.3333333333333,30,40,40,40,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","29555202",21.25,15,35,33.3333333333333,30,35,32.5,30,35,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","29563232",15,15,15,40,40,40,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","29563360",15,15,15,40,40,40,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","29568155",27.5,15,40,25,20,35,35,35,35,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","29686407",17.5,15,20,28.75,15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","29703356",52.5,40,65,55,35,65,70,60,85,55,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","30402150",NA,NA,NA,30,20,40,NA,NA,NA,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","30579593",15,15,15,36.6666666666667,35,40,20,15,30,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","30855437",15,15,15,21.6666666666667,10,40,21.6666666666667,15,30,21.6666666666667,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","31162284",20,20,20,48.3333333333333,35,65,11.6666666666667,10,15,20,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","31214997",15,15,15,15,15,15,NA,NA,NA,40,15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","31219519",15,15,15,35,35,35,30,20,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","31223132",23.3333333333333,15,35,38.3333333333333,20,65,25,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","31231329",16.6666666666667,15,20,38.3333333333333,35,40,15,15,15,21.6666666666667,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","31244762",16.6666666666667,15,20,30,20,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","31248209",37.5,35,40,30,20,35,33.3333333333333,15,45,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","31249710",20,20,20,28.3333333333333,15,40,31.6666666666667,20,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","31255887",15,15,15,36.6666666666667,35,40,32.5,30,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","31264863",10,10,10,33.3333333333333,30,35,25,10,35,52.5,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","31264907",12.5,10,15,23.3333333333333,20,30,15,15,15,51.6666666666667,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","31272555",15,10,20,33.3333333333333,30,40,30,30,30,50,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","31282345",15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","31282655",16.6666666666667,15,20,46.6666666666667,35,65,20,20,20,47.5,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","31288307",10,10,10,40,40,40,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","31289498",10,10,10,NA,NA,NA,10,10,10,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","31295696",20,20,20,38.3333333333333,35,40,16.6666666666667,15,20,43.3333333333333,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","31298525",16.6666666666667,15,20,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","31299759",15,15,15,36.6666666666667,35,40,22.5,15,30,48.3333333333333,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","31304801",35,35,35,35,35,35,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","31304971",27.5,20,35,36.6666666666667,35,40,65,65,65,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","31304999",15,15,15,33.3333333333333,30,40,26.6666666666667,10,35,16.6666666666667,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","31400886",25,15,35,36.6666666666667,35,40,22.5,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","31445562",27.5,15,40,20,20,20,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","31445743",40,40,40,40,40,40,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","31446617",12.5,10,15,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","31449382",30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","31474654",53.3333333333333,35,65,33.3333333333333,30,40,28.3333333333333,15,35,55,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","31524379",15,15,15,NA,NA,NA,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","31525011",15,15,15,27.5,20,35,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","31525413",10,10,10,50,35,65,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","31534174",40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","31535355",35,35,35,35,35,35,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","31537995",17.5,15,20,35,30,40,10,10,10,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","31574328",11.6666666666667,10,15,25,15,30,16.6666666666667,15,20,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","31577413",15,15,15,27.5,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","31578203",15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","31579325",53.3333333333333,35,65,26.6666666666667,20,40,25,15,30,33.3333333333333,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","31830427",15,15,15,15,15,15,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","31838102",22.5,15,30,55,35,65,NA,NA,NA,34,20,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","31844574",15,15,15,15,15,15,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","31849780",21.6666666666667,15,35,38.3333333333333,35,40,25,20,30,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","31853274",15,15,15,21.6666666666667,15,35,20,15,30,16.6666666666667,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","31855498",15,15,15,21.25,15,40,20,20,20,43.3333333333333,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","31855556",37.5,35,40,20.6666666666667,15,32,20,15,30,38.3333333333333,15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","31857033",18.3333333333333,15,20,25,20,35,20,10,35,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","31857560",21.6666666666667,15,35,29,10,35,27.5,20,35,53.3333333333333,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","31858321",63.3333333333333,60,65,37.3333333333333,32,40,21.6666666666667,15,35,43.3333333333333,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","31870926",23.3333333333333,15,40,63.3333333333333,60,65,53.3333333333333,30,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","31871549",NA,NA,NA,35,35,35,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","31873574",23.5,15,32,35,30,40,43.3333333333333,30,60,30,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","31876572",23.3333333333333,15,35,25,15,35,11.6666666666667,10,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","31884956",17.5,15,20,NA,NA,NA,40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","31887694",35,35,35,35,35,35,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","31895484",13.3333333333333,10,15,38.3333333333333,35,40,22.5,15,30,33.3333333333333,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","31902498",10,10,10,30,30,30,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","31905712",25,15,40,17.5,15,20,17.5,15,20,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","31909149",18,18,18,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","31909838",15,15,15,34,30,40,31.6666666666667,20,40,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","31914369",12.5,10,15,25,15,35,20,15,30,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","31916260",17.5,15,20,38.3333333333333,35,45,20,20,20,21.6666666666667,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","31923598",36.5,35,38,15,15,15,35,35,35,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","31923606",13.3333333333333,10,15,16.6666666666667,15,20,16.6666666666667,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","31924208",12.5,10,15,55,35,65,35,35,35,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","31925580",15,15,15,48.3333333333333,40,65,26.25,10,40,46.6666666666667,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","31931128",26.6666666666667,15,35,NA,NA,NA,25,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","31948620",15,15,15,48.3333333333333,40,65,25,15,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","31959597",20,20,20,15,15,15,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","31972147",35,35,35,NA,NA,NA,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","31981946",40,40,40,40,40,40,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","31983781",15,15,15,15,15,15,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","31992224",40,40,40,NA,NA,NA,40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","31992747",15,15,15,15,15,15,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","32078660",16.6666666666667,15,20,20,10,30,65,65,65,45,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","32102790",17.5,15,20,20,20,20,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","32118138",15,15,15,35,35,35,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","32144313",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","32182047",25,15,35,28.3333333333333,20,35,28.3333333333333,20,35,37.5,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","32208850",15,15,15,40,40,40,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","32255078",30,20,40,38.3333333333333,35,40,15,10,20,41.6666666666667,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","32255448",15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","32258550",17.5,15,20,NA,NA,NA,NA,NA,NA,32.5,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","32285101",20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","32285912",40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","32323288",28.3333333333333,10,40,35,35,35,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","32342765",10,10,10,21.6666666666667,10,40,16.6666666666667,15,20,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","32358114",12.5,10,15,35,35,35,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","32358159",40,40,40,35,35,35,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","32393942",38.3333333333333,20,65,21.6666666666667,15,35,20,20,20,51.6666666666667,35,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","32409494",35,35,35,35,35,35,NA,NA,NA,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","32422939",37.5,35,40,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","32430020",30,15,40,53.3333333333333,35,65,20,15,30,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","32452654",16.6666666666667,15,20,48.3333333333333,40,65,18.3333333333333,15,20,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","32455454",15,15,15,30,30,30,11.6666666666667,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","32465235",46.6666666666667,35,65,35,30,40,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","32479953",17.5,15,20,53.3333333333333,30,65,32.5,30,35,45,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","32487224",35,20,65,40,40,40,31.6666666666667,20,40,45,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","32487899",22.5,10,35,35,35,35,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","32500559",45,30,65,38.3333333333333,35,40,21.6666666666667,15,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","32500696",15,15,15,40,40,40,30,30,30,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","32501795",25,10,35,28.3333333333333,15,40,28.3333333333333,15,35,50,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","32513453",26.6666666666667,15,35,36.3333333333333,34,40,23.3333333333333,15,35,37.5,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","32516837",35,35,35,63.3333333333333,60,65,40,15,65,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","32519087",NA,NA,NA,18.3333333333333,15,20,NA,NA,NA,22.5,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","32521000",65,65,65,45,35,65,21.6666666666667,10,35,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","32525563",46.6666666666667,35,65,55,35,65,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","32526054",17.5,10,30,28.3333333333333,15,40,20,20,20,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","32529962",35,30,40,35,35,35,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","32531832",15,15,15,35,35,35,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","32533675",10,10,10,15,15,15,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","32535369",17.5,15,20,40,40,40,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","32538485",45,35,65,31.6666666666667,30,35,13.3333333333333,10,15,40,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","325743367",56.6666666666667,40,65,35,30,40,53.3333333333333,30,65,37.5,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","32580754",20,20,20,NA,NA,NA,20,20,20,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","32609231",30,20,40,55,35,65,43.3333333333333,30,60,56.6666666666667,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","32612783",46.6666666666667,35,65,40,40,40,27.7272727272727,15,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","32613935",NA,NA,NA,12.5,10,15,17.5,10,30,47.5,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","32619848",15,15,15,16.6666666666667,15,20,45,30,65,46.6666666666667,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","32620693",36.6666666666667,30,40,16.6666666666667,15,20,18.3333333333333,10,30,63.3333333333333,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","32623209",11.6666666666667,10,15,22.5,10,35,NA,NA,NA,47.5,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","32627098",15,15,15,31.6666666666667,20,40,41.6666666666667,30,60,50,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","32629512",23.3333333333333,15,35,25,15,35,16,10,20,37.5,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","32632016",26.6666666666667,15,35,30,20,40,23.3333333333333,15,35,53.3333333333333,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","32634688",60,60,60,37.5,35,40,28.3333333333333,15,35,32.5,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","32635477",16.6666666666667,15,20,28.3333333333333,20,35,35,35,35,28.3333333333333,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","32636512",65,65,65,55,35,65,36.6666666666667,35,40,65.6666666666667,65,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","32636575",18.3333333333333,15,20,41.25,20,65,32.5,30,35,62.5,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","32639743",61.6666666666667,60,65,26.6666666666667,20,30,35,30,40,32.6666666666667,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","32639848",25,20,30,32,30,36,15,15,15,27.5,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","32642312",38.3333333333333,35,40,25,15,40,30,20,40,38.3333333333333,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","32648994",NA,NA,NA,35,35,35,20,20,20,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","32649402",35,30,40,28.3333333333333,20,35,46.6666666666667,35,65,61.6666666666667,55,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","32650703",40,40,40,32.5,30,35,27.5,15,40,37.5,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","32652678",55,35,65,36.6666666666667,30,40,38.3333333333333,15,65,55,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","32657122",28.3333333333333,15,40,25,15,40,53.6666666666667,36,65,45,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","32661084",21.6666666666667,15,35,30,15,40,56.6666666666667,40,65,71.6666666666667,65,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","32661700",13.3333333333333,10,15,20,20,20,31.6666666666667,15,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","32665786",15,15,15,NA,NA,NA,15,15,15,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","32673448",28.75,15,40,NA,NA,NA,45,30,65,50,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","32674359",37.5,35,40,15,15,15,33.75,10,65,27.5,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","32674864",NA,NA,NA,NA,NA,NA,14,10,15,32.5,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","32676566",48.3333333333333,40,65,46.6666666666667,35,65,65,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","32678914",41.6666666666667,30,65,46.6666666666667,35,65,20,10,35,56.6666666666667,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","32681585",71.6666666666667,65,85,40,35,45,53.3333333333333,35,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","32682939",60,60,60,35,35,35,21.6666666666667,15,30,50,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","32684085",21.6666666666667,15,30,45,35,60,38.3333333333333,35,40,26.6666666666667,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","32684827",15,15,15,31.6666666666667,20,40,25,15,30,52.5,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","32688218",40,40,40,15,15,15,60,35,85,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","32688521",12,10,15,30,30,30,25,15,35,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","32689210",55,35,65,38.3333333333333,35,40,40,40,40,51.6666666666667,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","32690815",20,20,20,40,40,40,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","32693059",17.5,10,30,40,40,40,15,15,15,38.3333333333333,20,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","32694200",NA,NA,NA,NA,NA,NA,10,10,10,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","32694457",NA,NA,NA,36.6666666666667,30,40,65,65,65,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","32697995",56.6666666666667,40,65,46.6666666666667,35,65,78.3333333333333,65,85,71.6666666666667,65,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","32703275",30,20,35,40,40,40,22.5,15,30,32.3333333333333,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","32705837",65,65,65,65,65,65,43.3333333333333,30,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","32707038",17.5,15,20,25,20,30,25,15,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","32708738",NA,NA,NA,NA,NA,NA,15,15,15,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","32709507",NA,NA,NA,40,40,40,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","32709662",45.6666666666667,32,65,32.5,15,40,35,30,40,46.6666666666667,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","32710701",65,65,65,NA,NA,NA,30,30,30,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","32712481",15,15,15,15,10,20,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","32716378",20,20,20,NA,NA,NA,35,35,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
