"","start_p10","hh_id","tratamiento_control","tratamiento_control.x","city","pledge","edad_hh","mujer_hh","escolaridad_hh","edad","edad_sq","afro","mujeres_1","educacionninguno","educacionprimaria_o_menos","educacionsecundaria_completa","educacionsecundaria_incompleta","educaciontecnica_teconologica","educacionuniversidad","educacionprimaria_o_menos_ninguno","hh_size","nino_0_a_5","nino_0_a_6","nino_13_a_17","nino_7_a_12","nino_18_a_24","nino_25_a_40","nino_41_a_65","nino_66","nino","nino_0_a_14","joven_15_a_24","adulto_25_59","adulto_mayor_60","adulto","adulto_mayor_65","adulto_mayor","hijos","padres","otros","moda_cmh_p9","construccion","poblacion_edad_trabajar_1","poblacion_edad_trabajar_juvenil_1","desempleo_1","desempleo_juvenil_1","participacion_laboral_1","participacion_laboral_juvenil_1","empleado_con_contrato_formal_1","empleado_con_seguridad_social_1","empleado_insatisfecho_laboralmente_1","empleado_con_sub_empleado_1_1","empleado_con_ingreso_menor_salario_minimo_1","empleado_canales_busqueda_formales_1","asalariados_1","n","empleados_1","desempleo_dummy","construccion_dummy","piso_tierra","piso_mejor","cocina_prov","bano_bald","bano_todas","satisfaccion_hh","n_rooms","n_bedrooms","n_baths","n_living","sspp","percepcion_agua","cocina_mejor","modd_ig_p4","modd_ig_p48","modd_ig_p49","modd_ig_p56","pobreza_modera_y_extrema_sisben","fuente_informal","ing","ing_insuf","gast","ingr_alimento","gast_sal","deuda","valor_deuda","fuente_ingreso","porct_ingreso_fuente","financiacion_deuda","precio_venta","ingreso_futuro","total_ahorro","meses_ahorro","cuenta_ahorro","tratamiento_control.y","start_p10.y","visita_medico","diarrea","vomito","fiebre","irritaciones","i_health_perc","i_health_perc_sum","edad_0_a_6","edad_7_a_12","edad_13_a_17","edad_15_a_18","edad_18_a_24","edad_25_a_40","edad_41_a_65","edad_66","visita_medico_edad_0_a_6","visita_medico_edad_7_a_12","visita_medico_edad_13_a_17","visita_medico_edad_15_a_18","visita_medico_edad_18_a_24","visita_medico_edad_25_a_40","visita_medico_edad_41_a_65","visita_medico_edad_66","diarrea_edad_0_a_6","diarrea_edad_7_a_12","diarrea_edad_13_a_17","diarrea_edad_15_a_18","diarrea_edad_18_a_24","diarrea_edad_25_a_40","diarrea_edad_41_a_65","diarrea_edad_66","vomito_edad_0_a_6","vomito_edad_7_a_12","vomito_edad_13_a_17","vomito_edad_15_a_18","vomito_edad_18_a_24","vomito_edad_25_a_40","vomito_edad_41_a_65","vomito_edad_66","fiebre_edad_0_a_6","fiebre_edad_7_a_12","fiebre_edad_13_a_17","fiebre_edad_15_a_18","fiebre_edad_18_a_24","fiebre_edad_25_a_40","fiebre_edad_41_a_65","fiebre_edad_66","irritaciones_edad_0_a_6","irritaciones_edad_7_a_12","irritaciones_edad_13_a_17","irritaciones_edad_15_a_18","irritaciones_edad_18_a_24","irritaciones_edad_25_a_40","irritaciones_edad_41_a_65","irritaciones_edad_66","i_health_perc_edad_0_a_6","i_health_perc_edad_7_a_12","i_health_perc_edad_13_a_17","i_health_perc_edad_15_a_18","i_health_perc_edad_18_a_24","i_health_perc_edad_25_a_40","i_health_perc_edad_41_a_65","i_health_perc_edad_66","i_health_perc_sum_edad_0_a_6","i_health_perc_sum_edad_7_a_12","i_health_perc_sum_edad_13_a_17","i_health_perc_sum_edad_15_a_18","i_health_perc_sum_edad_18_a_24","i_health_perc_sum_edad_25_a_40","i_health_perc_sum_edad_41_a_65","i_health_perc_sum_edad_66","i_healh","i_healh_edad_0_a_6","i_healh_edad_7_a_12","i_healh_edad_13_a_17","i_healh_edad_15_a_18","i_healh_edad_18_a_24","i_healh_edad_25_a_40","i_healh_edad_41_a_65","i_healh_edad_66","moda_cmh_p12","seguridad_barrio","instituciones_gobierno","instituciones_empresas_serv_pub","instituciones_policia","instituciones_jac","instituciones_asociaciones_locales","instituciones_iglesias","imagen_privados","privadas_bienestar","satisfecho_barrio","relacion_vecinos","satisfaccion","animo","nervioso","moral_baja","calmado","feliz","vitalidad","satisfecho","cosas_bien","no_controlar_cosas","seguridad","dificultades","energia","agotado","cansado","reducir_trabajo","baja_productividad","trabajo_sin_cuidado","i_vitalidad","i_rol_emocional","i_salud_mental","i_animo","i_satisfaccion","i_extra","i_mental","moda_cmh_p7","modg_ef_p2","modg_ef_p3","modg_ef_p4","modg_ef_p5","modg_ef_p6","modg_ef_p7","modg_ef_p25","modg_ef_p26","modg_ef_p27","modg_ef_p28","modg_ef_p29","modg_ef_p30","modg_ef_p8","modg_ef_p9","modg_ef_p10","modg_ef_p11","modg_ef_p12","modg_ef_p13","modg_ef_p14","modg_ef_p15","modg_ef_p16","modg_ef_p17","escucha","aceptacion","satisfaccion_comportamiento","mejorar_tristeza","saber_problemas","apoyo","i_ambiente_familiar","economic_empowerment_index","family_functionality","family_violence_index_C","family_responsiveness_index_C","family_functionality_index_c","family_functionality_index","oficios_frecuente","oficios_mejoramiento_frecuente","trabajo_frecuente","n_oficios","n_trabajo","oficio_first","oficio_second","oficio_third","horas_oficios","horas_trabajo","oficio_first_dummy","oficio_second_dummy","oficio_third_dummy","n_per_room","venta","area","arriendo","aux_nino"
"606","32529962","uuid:578fd958-ef3b-4ead-ac88-163f7eb46071","1","1",1,3,73,1,"primaria_o_menos",73,5329,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,73,0,1,0,0,,1,,0,1,1,1,1,0,1,1,1,FALSE,FALSE,0,0,0,1,1,4,7,3,1,1,,3,0,2,1,,2,0,1,3,0,2,2,1,1,1,2,90,1,40000000,4,1,,0,"1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,,0,,,,0,,,,0,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,2,2,3,4,3,3,3,4,4,5,4,4,5,4,4,5,3,3,2,2,2,0.75,0.25,0.625,0.5,0.75,0.8125,0.632352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,0,,11,FALSE,TRUE,FALSE,0.142857142857143,6820000,80,4e+05,TRUE
"607","32531832","uuid:9214f080-1caa-4c28-aadd-58adef414dc8","1","1",1,2,67,1,"secundaria_incompleta",67,4489,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,67,0,1,0,0,,1,,0,1,0,0,0,0,0,1,1,FALSE,FALSE,0,1,1,0,1,4,3,1,1,1,,3,0,3,1,,1,0,1,3,0,7,1,1,1,1,3,100,1,50000000,3,1,,1,"1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,,0,,,,0,,,,0,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,2,2,4,4,5,2,1,5,5,4,4,2,4,3,4,4,2,2,2,2,2,0.5,0.25,0.5625,1,0.75,0.5625,0.529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,,,TRUE,FALSE,FALSE,0.333333333333333,5115000,50,3e+05,TRUE
"608","32533675","uuid:1129df0b-c70e-4a34-be40-bca028e154b5","1","1",1,3,66,1,"primaria_o_menos",53.3333333333333,2924.66666666667,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0,0,1,3,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,1,0.333333333333333,0,0.666666666666667,0.333333333333333,0,160,0,3,0,0,,0.333333333333333,,0,1,0,0,1,0,0,3,1,FALSE,FALSE,0,0,1,0,1,4,3,1,1,1,,3,0,3,1,,,0.333333333333333,,5,1,2,3,1,0,,1,100,,30000000,3,1,,,"1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,,,,0,,,0,0,,,,0,,,0,0,,0,0,0,0,0,0,0,,,,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,3,6,2,3,4,1,4,4,2,2,2,3,1,3,4,2,5,5,5,2,2,2,0.8125,0.25,0.5,0,0.5,0.375,0.470588235294118,1.66666666666667,1,3,3,3,1,3,1,1,0,0,1,1,4,4,4,4,4,4,0,0,0,4,2,4,4,4,2,4,0.583333333333333,0.166666666666667,42,1,0.583333333333333,0.25,3,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,40,TRUE,FALSE,FALSE,1,4262500,30,250000,TRUE
"609","32535369","uuid:9fc9e3cd-d13f-44e0-916a-53068175e303","1","1",1,3,66,1,"primaria_o_menos",30.5,1392.5,0,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0.5,6,1,0.166666666666667,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0,0.5,0.166666666666667,0.666666666666667,0.166666666666667,0,0.5,0.166666666666667,0.333333333333333,183,0,4,1,0,0,0.5,1,0.5,1,0.5,0,0,0,0.5,6,2,FALSE,FALSE,0,0,0,0,1,4,6,2,1,1,,3,0,4,1,,1,0,0,5,1,3,3,1,1,1,1,50,0,70000000,2,1,,1,"1",,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,1,1,0,0,1,1,1,2,3,4,2,3,4,4,4,4,4,3,5,4,5,3,2,2,2,1,1,0.4375,0.0833333333333333,0.6875,0.25,0.75,0.8125,0.529411764705882,1.66666666666667,3,3,3,3,3,3,1,1,0,1,1,0,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,0.75,0.166666666666667,56,0.916666666666667,0.75,1,4,0.5,0.5,0.5,0.5,0.25,0.5,0,0,0,0,TRUE,FALSE,FALSE,1,6820000,35,4e+05,TRUE
"610","32538485","uuid:af4070aa-2364-4c80-b7d0-4cd55ed782d4","0","0",1,1,71,1,"primaria_o_menos",71,5041,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,71,,1,0,,,0,,,,,,,,,1,0,,,0,1,0,1,1,4,3,0,1,1,,4,0,3,1,,,0,,1,0,7,4,1,0,,5,50,,20000000,3,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,,0,,,,0,,,,0,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,2,3,4,2,3,3,4,5,3,4,4,4,4,4,5,3,3,2,2,2,0.625,0.25,0.6875,0.25,0.75,0.75,0.588235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,,TRUE,FALSE,FALSE,0.333333333333333,4262500,20,250000,TRUE
"611","325743367","uuid:7b75e518-324c-444e-96c9-8689d271f193","0","0",1,1,61,1,"secundaria_completa",53,3567,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,3,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,159,0,3,1,0,,0.333333333333333,0,0,1,0,0,1,0,0,3,1,FALSE,FALSE,0,0,1,1,1,5,3,3,1,1,,3,0,1,1,,,0,,2,0,3,1,1,0,,2,100,,148000000,5,1,,,"0",,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.333333333333333,,,0,0,,,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,1,3,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,2,2,2,1,0.25,1,1,1,0.875,0.838235294117647,1.66666666666667,3,3,3,3,4,4,1,1,0,1,0,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,5,5,0.833333333333333,0.166666666666667,56,1,0.833333333333333,0.75,4,1,1,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0.333333333333333,,0,TRUE,FALSE,TRUE,1,11935000,45,7e+05,TRUE
"612","32580754","uuid:b31c8e65-81c0-489b-9fd2-0cffb4fec253","1","1",3,2,43,1,"secundaria_completa",24.5,722.5,1,0.75,0,0,0.5,0.25,0.25,0,0,4,0,0,0.25,0,0.5,0,0.25,0,0.25,0.25,0.5,0.25,0,0.75,0,0,0.75,0.25,0,98,0,3,2,0,0,1,1,1,1,0,0,1,0.333333333333333,1,4,3,FALSE,FALSE,0,1,0,0,1,4,3,2,1,1,,3,0,2,1,,,1,,2,0,4,1,1,0,,2,80,,15000000,4,1,,,"1",,0.25,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0.25,0,,,0,0,0.25,,0,,,,0,0,0,,0,,,0,0,0,0,0,0,0,,,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,3,2,2,3,4,3,5,5,5,5,5,4,1,5,5,4,5,5,3,2,2,2,0.875,0.25,1,0.5,0.75,0.6875,0.720588235294118,1.75,3,3,3,3,3,3,1,1,1,1,1,1,3,3,2,4,3,2,3,3,3,3,4,4,4,4,4,4,0.75,0.25,47,0.708333333333333,0.75,0.75,3,0.5,0.5,0.75,0,0.75,0,0.25,0.25,,0,FALSE,TRUE,TRUE,1.33333333333333,5719000,30,350000,FALSE
"613","32609231","uuid:c414241c-97c7-4bb0-9473-e30cdd9824bf","0","0",3,1,54,0,"primaria_o_menos",31.6666666666667,1345,0.5,0.5,0,0.333333333333333,0.166666666666667,0.5,0,0,0.333333333333333,6,1,0.166666666666667,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0,0.833333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,190,0.5,5,2,0.333333333333333,1,0.6,0.5,0,1,0,0,1,0,1,6,2,TRUE,TRUE,0,1,0,1,1,,3,2,1,1,,3,0,2,1,,,1,,2,0,3,1,1,0,,1,80,,20000000,4,1,,,"0",,0.5,0.166666666666667,0,0.333333333333333,0,0.333333333333333,0.5,0.166666666666667,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0,1,,,0,0.166666666666667,0,0.166666666666667,,1,,,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,0,0.166666666666667,0,0,,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0.333333333333333,0,0,0,0.166666666666667,0,0,0,1,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1,4,2,3,4,3,4.5,5,4,4,5,4,4,4,4,4.5,5,4,3.5,2,2,2,0.84375,0.25,0.84375,0.5,0.75,0.78125,0.698529411764706,1.5,4,3,3,4,3,4,1,1,0,0,1,1,4,3,3,3,2,2,3,2,3,3,5,4,4,5,4,5,0.875,0.166666666666667,49,0.708333333333333,0.875,0.6875,4,0.6,0.6,0.4,0.4,0.4,0.6,0,0,0,0,TRUE,FALSE,FALSE,2,8170000,80,5e+05,FALSE
"614","32612783","uuid:75892414-8c7e-49a4-bd09-f30a7de1fa59","1","1",3,3,47,1,"primaria_o_menos",29.8,1068.2,0,0.4,0,0.4,0.2,0.4,0,0,0.4,5,0,0,0.2,0,0.4,0,0.4,0,0.2,0,0.6,0.4,0,0.8,0,0,0.6,0.4,0,149,0,5,3,0,,0.4,0,0.5,1,1,1,1,0,0.5,5,2,FALSE,FALSE,0,1,1,1,1,4,3,1,1,1,,1,0,1,1,,2,1,0,3,0,2,2,1,1,1,2,50,0,40000000,5,1,,0,"1",,0.2,0,0,0,0.2,0.2,0.2,0,0,0.2,0.2,0.4,0,0.4,0,,,0,0,0,,0.2,,,,0,0,0,,0,,,0,0,0,0,0,0,0,,,0,0,0,,0,,,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,1,,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,3,3,4,3,4.75,3.5,4.75,3.25,3.75,4.5,4.25,4.75,2.5,3.25,3.25,3.5,4.5,3,3.25,2,2,2,0.6875,0.25,0.765625,0.625,0.9375,0.53125,0.602941176470588,1.4,3,3,3,3,3,3,1,1,0,1,1,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.208333333333333,54,1,0.75,0.75,4,0.6,0.6,0.2,0.2,0.4,0.2,0.4,0,72,0,TRUE,TRUE,FALSE,1.66666666666667,4902000,17,3e+05,FALSE
"615","32613935","uuid:e7d25d7b-3081-4121-8abf-c3f2a124a247","1","1",3,2,61,1,"primaria_o_menos",45.75,2399.25,1,0.25,0,0.25,0.25,0.5,0,0,0.25,4,0,0,0,0,0.25,0.25,0.5,0,0,0,0.25,0.25,0.5,1,0,0,0.5,0.5,0,183,0,4,1,0.666666666666667,,0.75,0,1,1,0,0,1,0,1,4,1,TRUE,FALSE,1,0,1,,,,6,3,1,1,,3,0,2,1,,2,0,1,5,1,4,3,1,1,1,2,80,1,150000000,4,1,,0,"1",,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,3,2,5,4.5,4,5,5,4,5,3.5,4.5,2,5,2,5,5,4,4.5,2,2,2,0.8125,0.25,0.9375,0.75,0.875,0.625,0.698529411764706,1.25,3,3,3,3,3,3,1,1,0,1,1,1,4,4,2,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.208333333333333,52,0.916666666666667,0.75,0.75,4,0.25,0.75,0.25,0,0.25,0.25,0,0,,48,TRUE,FALSE,FALSE,0.666666666666667,10621000,66,650000,FALSE
"616","32619848","uuid:be08485d-915f-42c8-93bb-f235c24427a9","0","0",3,1,67,0,"secundaria_incompleta",50.3333333333333,3585,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0.666666666666667,3,1,0.333333333333333,0,0,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.666666666666667,0.333333333333333,151,,2,0,1,,0.5,,,,,,,,,3,0,TRUE,,0,0,0,0,1,,6,3,1,1,,3,0,1,1,,,1,,5,1,2,3,1,0,,2,100,,40000000,5,1,,,"0",,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0,1,1.66666666666667,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,,,0,,,,0.666666666666667,1,,,0,,,,0,1,0,0,0,0,0,0,0.333333333333333,1,,,0,,,,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,1,0,0,0,0,0,0,0.666666666666667,1,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,0.4375,0.166666666666667,0.5,0.5,0.5,0.5,0.426470588235294,1.33333333333333,3,3,3,4,3,3,0,0,1,0,0,1,4,4,4,4,2,4,3,3,4,3,4,4,4,5,4,4,0.791666666666667,0.0833333333333333,54,0.916666666666667,0.791666666666667,0.8125,4,1,1,0,0.5,0,0.5,0,0.5,96,,TRUE,FALSE,TRUE,0.5,8170000,30,5e+05,TRUE
"617","32620693","uuid:4e27f11f-fb13-4e21-aedd-808cc3504e26","0","0",3,1,64,1,"primaria_o_menos",54.8,3260,0,0.4,0,0.4,0,0.6,0,0,0.4,5,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0.6,0.4,1,0.2,0.2,0.6,0.4,0,274,0,5,0,0,,0.2,,0,1,1,1,1,0,0,5,1,FALSE,FALSE,0,1,0,1,1,,3,2,1,1,,3,0,1,1,,,0.8,,3,0,3,4,1,0,,1,80,,50000000,5,1,,,"0",,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,,,,0,,0,0.4,0,,,,0,,0,0,0,,0,0,0,0,0,0,0,,,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3,3,4,3,3,3,0,1,1,0,1,1,3,4,4,4,4,4,3,3,2,4,4,4,5,4,4,4,0.791666666666667,0.166666666666667,54,0.958333333333333,0.791666666666667,0.75,4,0.8,0.8,0.2,0,0.2,0.4,0.2,0.2,,0,TRUE,TRUE,TRUE,1.66666666666667,7353000,60,450000,TRUE
"618","32623209","uuid:3a4df829-6b79-45a6-9386-beb4d146508d","1","1",3,3,73,1,"ninguno",73,5329,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,73,,1,0,,,0,,,,,,,,,1,0,,,0,1,1,0,1,3,3,1,1,1,,3,0,4,1,,,1,,5,1,2,3,1,0,,3,20,,0,2,1,,,"1",,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,0,,,,0,,,,0,,,,1,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1,1,2,1,1,1,0,0,1,1,2,2,3,3,2,2,1,2,2,3,2,4,2,2,3,3,1,3,1,1,1,0.375,0,0.1875,0.25,0.25,0.4375,0.264705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,,TRUE,FALSE,FALSE,0.333333333333333,4902000,17,3e+05,TRUE
"619","32627098","uuid:19369ec5-88fa-4597-8104-c0a9176c108c","0","0",3,1,65,1,"secundaria_completa",65,4225,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,65,,1,0,,,0,,,,,,,,,1,0,,,0,0,0,0,0,4,2,1,1,1,,1,0,2,1,,,1,,1,0,4,5,1,0,,5,50,,30000000,4,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,,0,,,,,0,,,0,,,0,0,0,0,0,0,0,,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,5,4,5,3,3,3,3,5,5,1,5,1,5,5,1,1,2,2,2,0.5,0.25,0.5,1,1,0.5,0.514705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,,TRUE,FALSE,FALSE,0.5,9804000,43,6e+05,FALSE
"620","32629512","uuid:46eaf9c3-6655-4d98-8b6c-3dd48a69c7cd","1","1",3,2,81,1,"primaria_o_menos",59.3333333333333,3843.33333333333,1,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,3,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,1,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,178,0,3,0,0,,0.333333333333333,,1,1,0,0,0,0,1,3,1,FALSE,FALSE,0,1,0,0,1,4,4,2,1,1,,3,0,2,1,,,0.666666666666667,,3,0,4,5,1,0,,5,50,,30000000,4,1,,,"1",,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,,,,0,,0,0,0.333333333333333,,,,0,,0,0,0,,0,0,0,0,0,0,0,,,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,3,2,3,4,3,5,5,3,5,3,4,4,5,4,4,4,3,3,2,2,2,0.5625,0.25,0.875,0.5,0.75,0.8125,0.647058823529412,1.66666666666667,3,3,3,4,3,3,1,0,0,0,0,1,4,3,2,4,4,4,3,3,3,3,4,4,4,5,4,4,0.791666666666667,0.0833333333333333,52,0.875,0.791666666666667,0.75,4,0.666666666666667,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0,48,TRUE,FALSE,FALSE,0.75,4902000,85,3e+05,TRUE
"621","32632016","uuid:bb3dba33-bbd2-479d-8a5c-db4047829a37","0","0",3,1,68,1,"secundaria_incompleta",31,1534.5,0,1,0,0.25,0,0.75,0,0,0.25,4,0,0,0.25,0.25,0,0.25,0,0.25,0.5,0.5,0,0.25,0.25,0.5,0.25,0,0.25,0.25,0.5,124,0,2,0,0,,0.5,,0,1,0,0,1,0,0,4,1,FALSE,FALSE,0,1,0,0,1,5,2,1,1,1,,3,0,1,1,,,0.25,,5,1,3,3,1,0,,5,50,,60000000,5,1,,,"0",,0.5,0,0,0.25,0,0.25,0.25,0,0.25,0.25,0,0,0.25,0,0.25,,0,0.25,0,,0,,0.25,,0,0,0,,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,,0.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,1,,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,6,2,3,3.5,3,3,2,3,2.5,4,4,3.5,3,3,3,4,2,3,1,1,1,0.5625,0,0.40625,0.5,0.75,0.53125,0.426470588235294,2,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,44,0.583333333333333,0.75,0.75,3,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,TRUE,TRUE,FALSE,2,8170000,48,5e+05,TRUE
